unique_number,id_no,rev_bis,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger_list,longitude,latitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en,states_name_fr,region_en,region_fr,iso_code,udnp_code,transboundary
667,565,,Kasbah of Algiers,Casbah d'Alger,"<p>The Kasbah is a unique kind of medina, or Islamic city. It stands in one of the finest coastal sites on the Mediterranean, overlooking the islands where a Carthaginian trading-post was established in the 4th century BC. There are the remains of the citadel, old mosques and Ottoman-style palaces as well as the remains of a traditional urban structure associated with a deep-rooted sense of community.</p>","<p>Dans l’un des plus beaux sites maritimes de la Méditerranée, surplombant les îlots où un comptoir carthaginois fut installé dès le IVe siècle av. J.-C., la Casbah constitue un type unique de <em>médina</em> , ou ville islamique. Lieu de mémoire autant que d’histoire, elle comprend des vestiges de la citadelle, des mosquées anciennes, des palais ottomans, ainsi qu’une structure urbaine traditionnelle associée à un grand sens de la communauté.</p>",,,1992,,,3.06028,36.78333,60,0,1,0,0,1,0,0,0,0,0,(ii)(v),Cultural,C,Algeria,Algérie,Arab States,États arabes,dz,dza,0
1487,1160,Bis,Madriu-Perafita-Claror Valley,La Vallée du Madriu-Perafita-Claror,"<p>The cultural landscape of Madriu-Perafita-Claror Valley offers a microcosmic perspective of the way people have harvested the resources of the high Pyrenees over millennia. Its dramatic glacial landscapes of craggy cliffs and glaciers, with high open pastures and steep wooded valleys, covers an area of 4,247 ha, 9% of the total area of the principality. It reflects past changes in climate, economic fortune and social systems, as well as the persistence of pastoralism and a strong mountain culture, notably the survival of a communal land-ownership system dating back to the 13th century. The site features houses, notably summer settlements, terraced fields, stone tracks and evidence of iron smelting.</p>","<p>Le paysage culturel de la vall&eacute;e du Madriu-Perafita-Claror est un microcosme qui t&eacute;moigne du g&eacute;nie d&eacute;ploy&eacute; par les populations des Pyr&eacute;n&eacute;es au cours du mill&eacute;naire pour exploiter les ressources locales. Ses paysages spectaculaires de montagnes d&eacute;chiquet&eacute;es et de glaciers, avec ses alpages et ses profondes vall&eacute;es bois&eacute;es, couvrent une zone de 4 247 ha, soit 9% de la superficie totale de l&rsquo;Andorre. La vall&eacute;e refl&egrave;te les mutations du climat, des conditions &eacute;conomiques et des syst&egrave;mes sociaux, ainsi que la permanence du pastoralisme et d&rsquo;une forte culture montagnarde, illustr&eacute;e notamment par la permanence d&rsquo;un syst&egrave;me de gestion communale des terrains datant du XIIIe si&egrave;cle. Le site, dernier endroit du pays &agrave; ne pas disposer de route, comprend des habitations notamment des cabanes d&rsquo;&eacute;t&eacute; pour les bergers, des champs en terrasse, des sentiers empierr&eacute;s et des vestiges de fonderie.</p>",<p><em>Criterion (v):</em> The Madriu-Perafita-Claror Valley is a microcosm of the way its inhabitants have harvested the scarce resources of the high Pyrenees over the past millennia to create a sustainable living environment in harmony with the mountain landscape. The Valley is a reflection of an ancient communal system of land management that has survived for over 700 years.</p>,"<p><em>Crit&egrave;re (v)&nbsp;:</em> La Vall&eacute;e du Madriu-Perafita-Claror est un microcosme de la mani&egrave;re dont ses habitants ont recueilli les rares ressources des hautes Pyr&eacute;n&eacute;es au cours des derniers mill&eacute;naires pour cr&eacute;er un environnement vivant durable, en harmonie avec le paysage de montagne. La Vall&eacute;e rappelle un ancien syst&egrave;me communal de gestion des terres qui subsiste depuis plus de 700 ans.</p>",2004,,,1.595555556,42.49472222,4247,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,Andorra,Andorre,Europe and North America,Europe et Amérique du nord,ad,and,0
2128,1511,,"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo","Mbanza Kongo, vestiges de la capitale de l’ancien Royaume du Kongo","<p>The town of Mbanza Kongo, located on a plateau at an altitude of 570 metres, was the political and spiritual capital of the Kingdom of Kongo, one of the largest constituted states in Southern Africa from the 14<sup>th</sup> to 19<sup>th</sup>centuries. The historical area grew around the royal residence, the customary court and the holy tree, as well as the royal funeral places. When the Portuguese arrived in the 15<sup>th</sup> century they added stone buildings constructed in accordance with European methods to the existing urban conurbation built in local materials. Mbanza Kongo illustrates, more than anywhere in sub-Saharan Africa, the profound changes caused by the introduction of Christianity and the arrival of the Portuguese into Central Africa.</p>","<p>La cité de Mbanza Kongo, située sur un plateau haut de 570 m, était la capitale politique et spirituelle du Royaume du Kongo, un des plus grands Etats constitués d’Afrique australe, actif du XIVe au XIXe siècle. La zone historique s’est développée autour du palais royal et de ses attributs ; la résidence royale, le tribunal coutumier et l’arbre sacré ainsi que les lieux funéraires royaux. Arrivés au XVe siècle, les Portugais ont ajouté à la ville construite en matériaux locaux des bâtiments en dur, érigés selon les normes européennes. Mbanza Kongo illustre, comme nulle part ailleurs en Afrique sub-saharienne, les profonds changements qui découlèrent de l’introduction du christianisme et de l’arrivée des Portugais en Afrique centrale.</p>",,,2017,,,14.2497222222,-6.2688888889,89.29,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,Angola,Angola,Africa,Afrique,ao,ang,0
2086,1499,,Antigua Naval Dockyard and Related Archaeological Sites,Chantier naval d’Antigua et sites archéologiques associés,"<p>The site consists of a group of Georgian-style naval buildings and structures, set within a walled enclosure. The natural environment of this side of the island of Antigua, with its deep, narrow bays surrounded by highlands, offered shelter from hurricanes and was ideal for repairing ships. The construction of the Dockyard by the British navy would not have been possible without the labour of generations of enslaved Africans since the end of the 18th century. Its aim was to protect the interests of sugar cane planters at a time when European powers were competing for control of the Eastern Caribbean.</p>	","<p>Le site consiste en un ensemble de bâtiments et d’installations portuaires de l’époque géorgienne, bordé d'une enceinte fortifiée. L’environnement naturel de cette partie de l’île d’Antigua, avec ses baies profondes et étroites entourées de hautes terres, offrait un abri contre les ouragans et était propice à la réparation des navires. La construction de ce chantier naval par la Marine britannique, n’aurait pas été possible sans le travail de générations d’esclaves africains, depuis la fin du XVIIIe siècle. L'objectif était de protéger les intérêts des planteurs de canne à sucre, à une époque où les puissances européennes se disputaient le contrôle des Caraïbes orientales.</p>",,,2016,,,-61.7616666667,17.0069444444,255,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Antigua and Barbuda,Antigua-et-Barbuda,Latin America and the Caribbean,Amérique latine et Caraïbes,ag,atg,0
160,145,,Los Glaciares National Park,Parc national de Los Glaciares,"<p>The Los Glaciares National Park is an area of exceptional natural beauty, with rugged, towering mountains and numerous glacial lakes, including Lake Argentino, which is 160 km long. At its farthest end, three glaciers meet to dump their effluvia into the milky grey glacial water, launching massive igloo icebergs into the lake with thunderous splashes.</p>","<p>Le parc national de Los Glaciares est un domaine d&rsquo;une beaut&eacute; naturelle exceptionnelle avec ses imposants sommets d&eacute;coup&eacute;s et ses nombreux lacs glaciaires, dont le lac Argentino, long de 160 km. &Agrave; son extr&eacute;mit&eacute;, trois glaciers se rejoignent et d&eacute;versent leurs effluents dans les eaux glaciales d&rsquo;un gris laiteux, sous forme d&rsquo;&eacute;normes icebergs qui tombent dans le lac avec un bruit de tonnerre.</p>",,,1981,,,-73.24944,-50,726927,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
340,303,,Iguazu National Park,Parc national de l'Iguazu,"<p>The semicircular waterfall at the heart of this site is some 80 m high and 2,700 m in diameter and is situated on a basaltic line spanning the border between Argentina and Brazil. Made up of many cascades producing vast sprays of water, it is one of the most spectacular waterfalls in the world. The surrounding subtropical rainforest has over 2,000 species of vascular plants and is home to the typical wildlife of the region: tapirs, giant anteaters, howler monkeys, ocelots, jaguars and caymans.</p>","<p>Haute de 80 m et longue de 2 700 m sur un front basaltique enjambant la fronti&egrave;re entre l&rsquo;Argentine et le Br&eacute;sil, la cataracte en semi-cercle au c&oelig;ur de ce site est l&rsquo;une des plus spectaculaires du monde. Divis&eacute;e en cascades multiples produisant d&rsquo;immenses embruns, elle est entour&eacute;e d&rsquo;une for&ecirc;t subtropicale humide renfermant plus de 2 000 esp&egrave;ces de plantes vasculaires et abritant une faune typique de la r&eacute;gion : tapirs, fourmiliers g&eacute;ants, singes hurleurs, ocelots, jaguars et ca&iuml;mans.</p>",,,1984,,,-54.13333333,-25.51805556,55000,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
1091,936,,"Cueva de las Manos, Río Pinturas","Cueva de las Manos, Río Pinturas","<p>The Cueva de las Manos, R&iacute;o Pinturas, contains an exceptional assemblage of cave art, executed between 13,000 and 9,500 years ago. It takes its name (Cave of the Hands) from the stencilled outlines of human hands in the cave, but there are also many depictions of animals, such as guanacos (<em>Lama guanicoe</em> ), still commonly found in the region, as well as hunting scenes. The people responsible for the paintings may have been the ancestors of the historic hunter-gatherer communities of Patagonia found by European settlers in the 19th century.</p>","<p>La Cueva de las Manos, R&iacute;o Pinturas, renferme un ensemble exceptionnel d&rsquo;art rupestre ex&eacute;cut&eacute; il y a de cela 13 000 &agrave; 9 500 ans. Elle doit son nom (grotte aux mains) aux impressions de mains &ndash; comme au pochoir &ndash; r&eacute;alis&eacute;es sur ses parois, mais comprend aussi de nombreuses repr&eacute;sentations d&rsquo;animaux, notamment de guanacos (<em>Lama guanic&oelig;</em> ) qui sont toujours pr&eacute;sents dans cette r&eacute;gion, ainsi que des sc&egrave;nes de chasse. Les auteurs de ces peintures pourraient avoir &eacute;t&eacute; les anc&ecirc;tres des communaut&eacute;s historiques de chasseurs-cueilleurs de Patagonie rencontr&eacute;es par les colons europ&eacute;ens au XIXe si&egrave;cle.</p>",<p><em>Criterion (iii):</em> The Cueva de las Manos contains an outstanding collection of prehistoric rock art which bears witness to the culture of the earliest human societies in South America.</p>,<p><em>Crit&egrave;re(iii):</em> La Cueva de las Manos renferme un ensemble exceptionnel d&rsquo;art rupestre pr&eacute;historique qui t&eacute;moigne de la culture des premi&egrave;res soci&eacute;t&eacute;s humaines en Am&eacute;rique du Sud.</p>,1999,,,-70.66666667,-47.15,600,0,0,1,0,0,0,0,0,0,0,(iii),Cultural,C,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
1092,937,,Península Valdés,Presqu'île de Valdés,<p>Pen&iacute;nsula Vald&eacute;s in Patagonia is a site of global significance for the conservation of marine mammals. It is home to an important breeding population of the endangered southern right whale as well as important breeding populations of southern elephant seals and southern sea lions. The orcas in this area have developed a unique hunting strategy to adapt to local coastal conditions.</p>,"<p>Situ&eacute;e en Patagonie, la presqu&rsquo;&icirc;le de Vald&eacute;s est un site d&rsquo;importance mondiale pour la pr&eacute;servation des mammif&egrave;res marins. Elle h&eacute;berge d&rsquo;importantes populations reproductrices de baleines franches menac&eacute;es, ainsi que d&rsquo;&eacute;l&eacute;phants et de lions de mer du Sud. Les orques de cette r&eacute;gion ont d&eacute;velopp&eacute; une strat&eacute;gie de chasse unique en son genre, afin de s&rsquo;adapter aux conditions c&ocirc;ti&egrave;res locales.</p>","<p><em>Criterion (x):</em> Peninsula Vald&eacute;s contains very important and significant natural habitats for the in-situ conservation of several threatened species of outstanding universal value, and specifically its globally important concentration of breeding southern right whales, which is an endangered species. It is also important because of the breeding populations of southern elephant seals and southern sea lions. The area exhibits an exceptional example of adaptation of hunting techniques by the orca to the local coastal conditions.</p>","<p><em>Crit&egrave;re (x) :</em> La presqu&rsquo;&icirc;le de Vald&eacute;s contient des habitats naturels tr&egrave;s importants et significatifs pour la conservation in situ de plusieurs esp&egrave;ces menac&eacute;es d&rsquo;importance universelle exceptionnelle et notamment pour sa concentration mondialement importante de baleines franches, une esp&egrave;ce menac&eacute;e d&rsquo;extinction qui se reproduit dans la r&eacute;gion. Elle est &eacute;galement importante pour les populations reproductrices d&rsquo;&eacute;l&eacute;phants et de lions de mer. La r&eacute;gion pr&eacute;sente un exemple exceptionnel de techniques de chasse de l'orque adapt&eacute;es aux conditions c&ocirc;ti&egrave;res locales.</p>",1999,,,-64,-42.5,360000,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
1130,966,,Ischigualasto / Talampaya Natural Parks,Parcs naturels d’Ischigualasto / Talampaya,"<p>These two contiguous parks, extending over 275,300 ha in the desert region on the western border of the Sierra Pampeanas of central Argentina, contain the most complete continental fossil record known from the Triassic Period (245-208 million years ago). Six geological formations in the parks contain fossils of a wide range of ancestors of mammals, dinosaurs and plants revealing the evolution of vertebrates and the nature of palaeo-environments in the Triassic Period.</p>","<p>Ces deux parcs contigus s'&eacute;tendent sur plus de 275 300 ha dans la r&eacute;gion d&eacute;sertique jouxtant &agrave; l'ouest les Sierras Pampeanas du centre de l'Argentine. Ils renferment l'ensemble continental le plus complet au monde de fossiles de la p&eacute;riode du Trias (de -245 &agrave; -208 millions d'ann&eacute;es). On y trouve six formations g&eacute;ologiques contenant des fossiles d'un large spectre d'anc&ecirc;tres de mammif&egrave;res, de dinosaures et de plantes, qui t&eacute;moignent de l'&eacute;volution des vert&eacute;br&eacute;s et de la nature des pal&eacute;o-environnements de la p&eacute;riode du Trias.</p>",<p><em>Criterion (viii):</em> The site contains a complete sequence of fossiliferous continental sediments representing the entire Triassic Period (45 million years) of geological history. No other place in the world has a fossil record comparable to that of Ischigualasto-Talampaya which reveals the evolution of vertebrate life and the nature of palaeoenvironments in the Triassic Period.</p>,<p><em>Crit&egrave;re (viii):</em> Le site contient une s&eacute;quence compl&egrave;te de s&eacute;diments continentaux fossilif&egrave;res repr&eacute;sentant l&rsquo;histoire g&eacute;ologique de la p&eacute;riode du Trias dans son entit&eacute; (45 millions d&rsquo;ann&eacute;es). Aucun autre endroit sur Terre n&rsquo;a de gisements fossilif&egrave;res comparables &agrave; ceux d&rsquo;Ischigualasto-Talampaya qui t&eacute;moignent de l&rsquo;&eacute;volution de la vie vert&eacute;br&eacute;e et de la nature des pal&eacute;o-environnements du Trias.</p>,2000,,,-68,-30,275369,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
1159,995,,Jesuit Block and Estancias of Córdoba,Ensemble et les estancias jésuites de Córdoba,"<p>The Jesuit Block in C&oacute;rdoba, heart of the former Jesuit Province of Paraguay, contains the core buildings of the Jesuit system: the university, the church and residence of the Society of Jesus, and the college. Along with the five estancias, or farming estates, they contain religious and secular buildings, which illustrate the unique religious, social, and economic experiment carried out in the world for a period of over 150 years in the 17th and 18th centuries.</p>","<p>L'ensemble de C&oacute;rdoba, noyau de l'ancienne province j&eacute;suite du Paraguay, comprend les principaux b&acirc;timents du syst&egrave;me j&eacute;suite : l'universit&eacute;, l'&eacute;glise, la r&eacute;sidence de la Compagnie de J&eacute;sus et le coll&egrave;ge. Avec les cinq &laquo; estancias &raquo;, ils abritent des &eacute;difices religieux et s&eacute;culiers illustrant l'exp&eacute;rience religieuse, sociale et &eacute;conomique sans pr&eacute;c&eacute;dent men&eacute;e &agrave; travers le monde pendant plus de 150 ans, aux XVIIe et XVIIIe si&egrave;cles.</p>","<p><em>Criterion (ii):</em> The Jesuit buildings and ensembles of C&oacute;rdoba and the estancias are exceptional examples of the fusion of European and indigenous values and cultures during a seminal period in South America.</p>
<p><em>Criterion (iv):</em> The religious, social, and economic experiment carried out in South America for over 150 years by the Society of Jesus produced a unique form of material expression, which is illustrated by the Jesuit buildings and ensembles of C&oacute;rdoba and the estancias.</p>","<p><em>Crit&egrave;re (ii):</em> Les &eacute;difices et les ensembles j&eacute;suites de C&oacute;rdoba, et des estancias, sont des exemples exceptionnels de la fusion des valeurs et cultures europ&eacute;ennes et indig&egrave;nes en Am&eacute;rique du sud &agrave; une &eacute;poque d&eacute;terminante.</p>
<p><em>Crit&egrave;re (iv): </em>L&rsquo;exp&eacute;rience religieuse, sociale et &eacute;conomique men&eacute;e en Am&eacute;rique du sud pendant plus de 150 ans par la Compagnie de J&eacute;sus donna naissance &agrave; une forme unique d&rsquo;expression mat&eacute;rielle qui se traduit dans les &eacute;difices et ensembles j&eacute;suites de C&oacute;rdoba et dans les estancias.</p>",2000,,,-64.19111,-31.42056,38.12,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
1295,1116,,Quebrada de Humahuaca,Quebrada de Humahuaca,"<p>Quebrada de Humahuaca follows the line of a major cultural route, the Camino Inca, along the spectacular valley of the Rio Grande, from its source in the cold high desert plateau of the High Andean lands to its confluence with the Rio Leone some 150 km to the south. The valley shows substantial evidence of its use as a major trade route over the past 10,000 years. It features visible traces of prehistoric hunter-gatherer communities, of the Inca Empire (15th to 16th centuries) and of the fight for independence in the 19th and 20th centuries.</p>","<p>Quebrada de Humahuaca suit un itinéraire culturel important, le Camino Inca, le long de la spectaculaire vallée du Rio Grande, depuis sa source dans les hauts plateaux désertiques et froids des Hautes Andes à sa confluence avec le Rio Leone, quelque 150 kilomètres plus au sud. La vallée offre des indices importants de son utilisation comme grande voie commerciale depuis 10 000 ans, et notamment des traces de chasseurs-cueilleurs préhistoriques, de l’Empire inca (XVe-XVIe siècle) et des combats pour l’indépendance (XIXe-XXe siècle).</p>","<p><em>Criterion (ii):</em> The Quebrada de Humahuaca valley has been used over the past 10,000 years as a crucial passage for the transport of people and ideas from the high Andean lands to the plains.</p>
<p><em>Criteria (iv) and (v):</em> The Quebrada de Humahuaca valley reflects the way its strategic position has engendered settlement, agriculture and trade. Its distinctive pre-Hispanic and pre-Incan settlements, as a group with their associated field systems, form a dramatic addition to the landscape and one that can certainly be called outstanding.</p>","<p><em>Critère (ii):</em> La vallée Quebrada de Humahuaca a été utilisée sur plus de 10 000 ans en tant que passage essentiel pour le transport des populations et la transmission des idées depuis les hautes terres des Andes jusqu’aux plaines.</p>
<p><em>Critères (iv) et (v): </em>La vallée Quebrada de Humahuaca reflète la façon dont sa position stratégique a favorisé les peuplements, l’agriculture et le commerce. Ses peuplements pré-hispaniques et pré-incas, en tant que groupe avec leurs systèmes de champs associés, renforcent de façon spectaculaire le caractère du paysage que l’on peut qualifier de remarquable.</p>",2003,,,-65.34886111,-23.19986111,172116.4375,0,1,0,1,1,0,0,0,0,0,(ii)(iv)(v),Cultural,C,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
2172,1526,,Los Alerces National Park,Parc national de Los Alerces,"<p>The Los Alerces National park is located in the Andes of northern Patagonia and has a western boundary, which coincides with the Chilean border. Successive glaciations have moulded the landscape in the region creating spectacular features such as moraines, glacial cirques and clear-water lakes. The vegetation is dominated by dense temperate forests, which give way to alpine meadows higher up under the rocky Andean peaks. The property is vital for the protection of some of the last portions of continuous Patagonian Forest in an almost pristine state and is the habitat for a number of endemic and threatened species of flora and fauna.</p>","<p>Le Parc national Los Alerces se trouve dans les Andes, au nord de la Patagonie et ses limites occidentales coïncident avec la frontière chilienne. Les glaciations successives ont façonné le paysage de la région et créé des paysages spectaculaires faits notamment de moraines, de cirques glaciaires et de lacs aux eaux claires. La végétation est dominée par des forêts denses tempérées qui font place à des alpages en altitude, sous les pics rocheux des Andes. Le bien est vital pour la protection de certaines des dernières parcelles de forêt patagonienne d’un seul tenant, quasi vierge, qui abrite de nombreuses espèces de la flore et de la faune endémiques et menacées ou en danger.</p>",,,2017,,,-71.8728,-42.8528,188379,0,0,0,0,0,0,1,0,0,1,(vii)(x),Natural,N,Argentina,Argentine,Latin America and the Caribbean,Amérique latine et Caraïbes,ar,arg,0
920,777,Bis,Monasteries of Haghpat and Sanahin,Monastères de Haghbat et de Sanahin,"<p>These two Byzantine monasteries in the Tumanian region from the period of prosperity during the Kiurikian dynasty (10th to 13th century) were important centres of learning. Sanahin was renown for its school of illuminators and calligraphers. The two monastic complexes represent the highest flowering of Armenian religious architecture, whose unique style developed from a blending of elements of Byzantine ecclesiastical architecture and the traditional vernacular architecture of the Caucasian region.</p>","<p>Ces deux monast&egrave;res byzantins situ&eacute;s dans la r&eacute;gion de Tumanian et datant de la p&eacute;riode de prosp&eacute;rit&eacute; de la dynastie de Kiurikian (Xe-XIIIe si&egrave;cle) furent d&rsquo;importants centres de diffusion de la culture. Sanahin &eacute;tait c&eacute;l&egrave;bre pour son &eacute;cole d&rsquo;enluminure et de calligraphie. Les deux complexes monastiques repr&eacute;sentent la plus remarquable manifestation architecturale de l&rsquo;art religieux arm&eacute;nien, n&eacute; de l&rsquo;alliance d&rsquo;&eacute;l&eacute;ments de l&rsquo;architecture religieuse byzantine et de l&rsquo;architecture vernaculaire traditionnelle de cette r&eacute;gion du Caucase.</p>",<p>The Committee decided to inscribe the Monastery of Haghpat on the basis of cultural <em>criteria (ii) and (iv)</em> considering that it is of outstanding universal value and an exceptional example of ecclesiastical architecture that developed in Armenia in the 10th to 13th centuries which is unique by virtue of its blending of elements of both Byzantine church architecture and the traditional vernacular building style of this region.</p>,"<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le monast&egrave;re de Haghbat sur la base des<em> crit&egrave;res culturels (ii) et (iv)</em> , consid&eacute;rant que ce bien est d'une valeur universelle exceptionnelle et constitue un exemple remarquable de l'architecture religieuse qui s'est d&eacute;velopp&eacute;e en Arm&eacute;nie entre le 10&egrave;me et le 13&egrave;me si&egrave;cle. Cette architecture est unique dans la mesure o&ugrave; elle associe des &eacute;l&eacute;ments d'architecture religieuse byzantine et l'architecture vernaculaire typique de cette r&eacute;gion.</p>",1996,2000,,44.71028,41.095,2.65,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,Armenia,Arménie,Europe and North America,Europe et Amérique du nord,am,arm,0
1124,960,,Monastery of Geghard and the Upper Azat Valley,Monastère de Gherart et la Haute vallée de l’Azat,"<p>The monastery of Geghard contains a number of churches and tombs, most of them cut into the rock, which illustrate the very peak of Armenian medieval architecture. The complex of medieval buildings is set into a landscape of great natural beauty, surrounded by towering cliffs at the entrance to the Azat Valley.</p>","<p>Le monast&egrave;re de Gherart abrite un certain nombre d'&eacute;glises et de tombes &ndash; pour la plupart troglodytes &ndash; repr&eacute;sentatives de l'apog&eacute;e de l'architecture m&eacute;di&eacute;vale arm&eacute;nienne. Cet ensemble de b&acirc;timents m&eacute;di&eacute;vaux situ&eacute; au milieu des escarpements, &agrave; l'entr&eacute;e de la Vall&eacute;e de l'Azat, s'int&egrave;gre &agrave; un paysage d'une grande beaut&eacute; naturelle.</p>","<p><em>Criterion (ii):</em> The monastery of Geghard, with its remarkable rock-cut churches and tombs, is an exceptionally well preserved and complete example of medieval Armenian monastic architecture and decorative art, with many innovatory features which had a profound influence on subsequent developments in the region.</p>","<p><em>Crit&egrave;re (ii):</em> Le monast&egrave;re de Gherart et ses &eacute;glises et tombes remarquables creus&eacute;es &agrave; m&ecirc;me la roche, est un exemple exceptionnellement bien pr&eacute;serv&eacute; et complet de l&rsquo;architecture monastique m&eacute;di&eacute;vale arm&eacute;nienne et de l&rsquo;art ornemental associant de nombreuses caract&eacute;ristiques novatrices qui eurent une profonde influence sur les d&eacute;veloppements ult&eacute;rieurs dans la r&eacute;gion.</p>",2000,,,44.79667,40.15889,2.7,0,1,0,0,0,0,0,0,0,0,(ii),Cultural,C,Armenia,Arménie,Europe and North America,Europe et Amérique du nord,am,arm,0
1181,1011,,Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,Cathédrale et les églises d’Etchmiadzine et le site archéologique de Zvarnotz,"<p>The cathedral and churches of Echmiatsin and the archaeological remains at Zvartnots graphically illustrate the evolution and development of the Armenian central-domed cross-hall type of church, which exerted a profound influence on architectural and artistic development in the region.</p>","<p>La cath&eacute;drale et les &eacute;glises d'Etchmiadzine, ainsi que les vestiges arch&eacute;ologiques de Zvarnotz illustrent de mani&egrave;re vivante l'&eacute;volution et l'&eacute;panouissement de l'&eacute;glise-halle arm&eacute;nienne &agrave; coupole centrale et plan cruciforme, qui ont profond&eacute;ment influenc&eacute; le d&eacute;veloppement architectural et artistique de cette r&eacute;gion.</p>","<p><em>Criterion (ii):</em> The developments in ecclesiastical architecture represented in an outstanding manner by the churches at Echmiatsin and the archaeological site of Zvartnots had a profound influence on church design over a wide region.</p>
<p><em>Criterion (iii):</em> The churches at Echmiatsin and the archaeological site of Zvartnots vividly depict both the spirituality and the innovatory artistic achievement of the Armenian Church from its foundation.</p>","<p><em>Crit&egrave;re (ii):</em> L&rsquo;&eacute;volution de l&rsquo;architecture religieuse, repr&eacute;sent&eacute;e de fa&ccedil;on exceptionnelle par les &eacute;glises d&rsquo;Etchmiadzine et le site arch&eacute;ologique de Zvarnotz, a eu une profonde influence sur la conception des &eacute;glises, et ce dans une vaste r&eacute;gion.</p>
<p><em>Crit&egrave;re (iii):</em> Les &eacute;glises d&rsquo;Etchmiadzine et le site arch&eacute;ologique de Zvarnotz d&eacute;peignent avec force la spiritualit&eacute; et l&rsquo;esprit d&rsquo;innovation artistique qui furent l&rsquo;apanage de l&rsquo;&Eacute;glise arm&eacute;nienne d&egrave;s sa fondation.</p>",2000,,,44.29514,40.15931,74.3,0,1,1,0,0,0,0,0,0,0,(ii)(iii),Cultural,C,Armenia,Arménie,Europe and North America,Europe et Amérique du nord,am,arm,0
